InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
565397,22937,BAKING MOULD CHOCOLATE CUPCAKES,1,9/2/2011 16:43,2.55,14171.0,United Kingdom
547881,21993,FLORAL FOLK STATIONERY SET,1,3/27/2011 16:08,2.95,13110.0,United Kingdom
548714,22429,ENAMEL MEASURING JUG CREAM,1,4/3/2011 15:07,4.25,17337.0,United Kingdom
561217,22829,SWEETHEART WIRE WALL TIDY,1,7/25/2011 17:09,20.79,,United Kingdom
572061,21989,PACK OF 20 SKULL PAPER NAPKINS,12,10/20/2011 12:53,0.85,12474.0,Germany
571441,21917,SET 12 KIDS  WHITE CHALK STICKS,1,10/17/2011 13:31,0.83,14096.0,United Kingdom
541596,21976,PACK OF 60 MUSHROOM CAKE CASES,1,1/19/2011 16:19,0.55,17602.0,United Kingdom
577078,22659,LUNCH BOX I LOVE LONDON,2,11/17/2011 15:17,4.13,,United Kingdom
580399,48111,DOORMAT 3 SMILEY CATS,1,12/4/2011 11:45,8.25,13471.0,United Kingdom
545085,21390,FILIGRIS HEART WITH BUTTERFLY,24,2/28/2011 11:19,1.25,15039.0,United Kingdom
579187,22960,JAM MAKING SET WITH JARS,2,11/28/2011 15:31,8.29,,United Kingdom
571937,21636,MADRAS NOTEBOOK MEDIUM,12,10/20/2011 9:28,0.75,14911.0,EIRE
539631,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,12/20/2010 15:03,0.85,,United Kingdom
C570775,POST,POSTAGE,-1,10/12/2011 11:45,18.0,12664.0,Finland
546892,21169,YOU'RE CONFUSING ME METAL SIGN ,1,3/17/2011 18:20,4.13,,United Kingdom
540163,16161P,WRAP ENGLISH ROSE ,25,1/5/2011 11:52,0.42,13089.0,United Kingdom
C550181,21239,PINK  POLKADOT CUP,-20,4/14/2011 17:43,0.85,13069.0,United Kingdom
570292,23533,WALL ART GARDEN HAVEN ,3,10/10/2011 11:59,5.95,13418.0,United Kingdom
559338,23176,ABC TREASURE BOOK BOX ,2,7/7/2011 16:30,4.58,,United Kingdom
551868,23231,WRAP DOILEY DESIGN,25,5/4/2011 16:29,0.42,12540.0,Spain
552852,22979,PANTRY WASHING UP BRUSH,6,5/11/2011 15:08,1.45,16712.0,United Kingdom
549293,21463,MIRRORED DISCO BALL ,1,4/7/2011 19:16,5.95,17883.0,United Kingdom
543197,22929,SCHOOL DESK AND CHAIR ,1,2/4/2011 12:36,65.0,12842.0,United Kingdom
580115,22701,PINK DOG BOWL,3,12/1/2011 16:22,2.46,,United Kingdom
569700,21232,STRAWBERRY CERAMIC TRINKET BOX,1,10/5/2011 15:56,2.46,,United Kingdom
544074,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2/15/2011 14:49,1.25,14156.0,EIRE
573585,22355,CHARLOTTE BAG SUKI DESIGN,16,10/31/2011 14:41,0.85,,United Kingdom
555573,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,6/5/2011 15:46,0.42,15349.0,United Kingdom
563430,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,8,8/16/2011 11:50,4.95,14918.0,United Kingdom
537638,21982,PACK OF 12 SUKI TISSUES ,6,12/7/2010 15:28,0.85,,United Kingdom
562542,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,8/5/2011 15:40,0.42,17377.0,United Kingdom
574962,22161,HEART DECORATION RUSTIC HANGING ,24,11/8/2011 10:26,0.19,15194.0,United Kingdom
545575,22061,LARGE CAKE STAND  HANGING STRAWBERY,6,3/3/2011 18:28,9.95,13014.0,United Kingdom
571747,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,10/19/2011 10:59,1.25,13849.0,United Kingdom
570197,44092C,PURPLE/COPPER HANGING LAMPSHADE,1,10/7/2011 15:45,0.85,13755.0,United Kingdom
567462,21888,BINGO SET,1,9/20/2011 12:35,3.75,14446.0,United Kingdom
560863,75049L,LARGE CIRCULAR MIRROR MOBILE,2,7/21/2011 13:53,1.25,12748.0,United Kingdom
543631,22893,MINI CAKE STAND T-LIGHT HOLDER,12,2/10/2011 16:17,0.42,14081.0,United Kingdom
575298,23203,JUMBO BAG VINTAGE DOILY ,5,11/9/2011 12:29,2.08,17841.0,United Kingdom
552829,23067,HANGING ENGRAVED METAL HEART,4,5/11/2011 13:42,4.15,12748.0,United Kingdom
576087,20724,RED RETROSPOT CHARLOTTE BAG,10,11/14/2011 8:31,0.85,12689.0,France
580208,46000M,POLYESTER FILLER PAD 45x45cm,4,12/2/2011 12:07,1.55,13468.0,United Kingdom
544161,20728,LUNCH BAG CARS BLUE,10,2/16/2011 12:59,1.65,16875.0,United Kingdom
C569034,22489,PACK OF 12 TRADITIONAL CRAYONS,-1,9/30/2011 10:42,0.42,16240.0,United Kingdom
564848,23033,DRAWER KNOB CERAMIC RED,6,8/30/2011 15:37,1.45,16928.0,United Kingdom
538071,21912,VINTAGE SNAKES & LADDERS,2,12/9/2010 14:09,7.62,,United Kingdom
555344,22757,LARGE RED BABUSHKA NOTEBOOK ,1,6/2/2011 11:45,1.25,15311.0,United Kingdom
578344,22219,LOVEBIRD HANGING DECORATION WHITE ,1,11/24/2011 9:21,1.63,,United Kingdom
570086,22619,SET OF 6 SOLDIER SKITTLES,8,10/7/2011 11:22,3.75,17086.0,United Kingdom
539436,20966,SANDWICH BATH SPONGE,2,12/17/2010 14:49,2.51,,United Kingdom
552318,84692,BOX OF 24 COCKTAIL PARASOLS,4,5/8/2011 16:13,0.42,17231.0,United Kingdom
543737,22366,DOORMAT AIRMAIL ,8,2/11/2011 12:45,7.95,12477.0,Germany
C570867,23293,SET OF 12 FAIRY CAKE BAKING CASES,-8,10/12/2011 16:17,0.83,12607.0,USA
545430,82494L,WOODEN FRAME ANTIQUE WHITE ,12,3/2/2011 14:50,2.95,15636.0,United Kingdom
550955,21914,BLUE HARMONICA IN BOX ,12,4/21/2011 16:26,1.25,14189.0,United Kingdom
545901,22291,HANGING CHICK CREAM DECORATION,2,3/7/2011 17:52,1.45,15834.0,United Kingdom
559491,22135,MINI LADLE LOVE HEART PINK,1,7/8/2011 13:53,0.83,,United Kingdom
580065,23355,HOT WATER BOTTLE KEEP CALM,4,12/1/2011 13:33,4.95,15434.0,United Kingdom
539300,22966,GINGERBREAD MAN COOKIE CUTTER,1,12/16/2010 17:31,1.25,,United Kingdom
551271,84692,BOX OF 24 COCKTAIL PARASOLS,25,4/27/2011 12:39,0.42,17187.0,United Kingdom
542944,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,2/2/2011 11:14,0.65,17560.0,United Kingdom
547651,22432,WATERING CAN PINK BUNNY,3,3/24/2011 12:11,1.95,16904.0,United Kingdom
540566,22813,PACK 3 BOXES BIRD PANNETONE ,2,1/10/2011 10:58,1.95,17811.0,United Kingdom
547070,22261,FELT EGG COSY WHITE RABBIT ,1,3/20/2011 13:58,0.85,16115.0,United Kingdom
566082,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,9/9/2011 10:09,0.62,16293.0,United Kingdom
561873,22147,FELTCRAFT BUTTERFLY HEARTS,40,7/31/2011 11:48,1.25,13316.0,United Kingdom
562517,21990,MODERN FLORAL STATIONERY SET,2,8/5/2011 12:27,1.25,15719.0,United Kingdom
540839,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,1,1/11/2011 15:42,4.25,16791.0,United Kingdom
560048,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,7/14/2011 15:02,0.29,13515.0,United Kingdom
C560880,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,7/21/2011 15:39,2.95,15152.0,United Kingdom
581133,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,12/7/2011 12:55,1.65,14904.0,United Kingdom
576837,84661B,BLACK SQUARE TABLE CLOCK,1,11/16/2011 15:16,4.96,,United Kingdom
553734,23109,LED TEA LIGHTS,6,5/19/2011 8:31,2.89,14735.0,United Kingdom
560090,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,7/14/2011 16:46,3.29,,United Kingdom
579167,22914,BLUE COAT RACK PARIS FASHION,2,11/28/2011 14:06,4.95,16800.0,United Kingdom
544928,47559B,TEA TIME OVEN GLOVE,3,2/24/2011 18:07,2.46,,United Kingdom
581492,21808,"CHRISTMAS GARLAND STARS,TREES",3,12/9/2011 10:03,3.29,,United Kingdom
560491,23236,DOILEY STORAGE TIN,1,7/19/2011 10:51,2.89,12415.0,Australia
564901,22231,JIGSAW TREE WITH BIRDHOUSE,12,8/31/2011 11:40,0.59,15690.0,United Kingdom
545183,21922,UNION STRIPE WITH FRINGE  HAMMOCK,2,2/28/2011 14:59,7.95,15570.0,United Kingdom
571441,22559,SEASIDE FLYING DISC,2,10/17/2011 13:31,2.46,14096.0,United Kingdom
543467,21790,VINTAGE SNAP CARDS,2,2/8/2011 14:35,1.63,,United Kingdom
576910,15044A,PINK PAPER PARASOL ,6,11/17/2011 9:51,2.95,12477.0,Germany
575851,23350,ROLL WRAP VINTAGE SPOT ,1,11/11/2011 12:13,1.25,14662.0,United Kingdom
578681,22469,HEART OF WICKER SMALL,12,11/25/2011 8:41,1.65,13579.0,United Kingdom
556529,21039,RED RETROSPOT SHOPPING BAG,6,6/13/2011 11:41,2.55,12714.0,France
541670,22666,RECIPE BOX PANTRY YELLOW DESIGN,48,1/20/2011 12:34,2.55,14911.0,EIRE
560368,21916,SET 12 RETRO WHITE CHALK STICKS,1,7/18/2011 12:25,0.42,17841.0,United Kingdom
559254,23029,DRAWER KNOB CRACKLE GLAZE GREEN,12,7/7/2011 11:56,1.65,16814.0,United Kingdom
539722,22654,DELUXE SEWING KIT ,3,12/21/2010 13:45,5.95,14911.0,EIRE
539434,22545,MINI JIGSAW BUNNIES,1,12/17/2010 14:41,0.85,,United Kingdom
569815,85099B,JUMBO BAG RED RETROSPOT,1000,10/6/2011 11:53,1.79,15838.0,United Kingdom
576099,21212,PACK OF 72 RETROSPOT CAKE CASES,24,11/14/2011 10:28,0.55,13021.0,United Kingdom
568183,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,9/25/2011 13:47,0.29,13991.0,United Kingdom
561873,22568,FELTCRAFT CUSHION OWL,24,7/31/2011 11:48,3.39,13316.0,United Kingdom
572465,22768,FAMILY PHOTO FRAME CORNICE,2,10/24/2011 13:26,9.95,14474.0,United Kingdom
579508,22030,SWALLOWS GREETING CARD,1,11/29/2011 16:33,0.83,,United Kingdom
563557,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,8/17/2011 13:33,1.65,15786.0,United Kingdom
564565,21975,PACK OF 60 DINOSAUR CAKE CASES,24,8/26/2011 10:50,0.55,14911.0,EIRE
578074,23333,IVORY WICKER HEART MEDIUM,3,11/22/2011 16:06,1.25,17590.0,United Kingdom
581412,23153,ZINC SWEETHEART WIRE LETTER RACK,2,12/8/2011 14:38,3.75,14415.0,United Kingdom
573122,22187,GREEN CHRISTMAS TREE CARD HOLDER,2,10/27/2011 16:23,1.95,14357.0,United Kingdom
557619,22624,IVORY KITCHEN SCALES,1,6/21/2011 13:58,8.5,17757.0,United Kingdom
539196,72741,GRAND CHOCOLATECANDLE,9,12/16/2010 12:09,1.45,18055.0,United Kingdom
556489,21390,FILIGRIS HEART WITH BUTTERFLY,3,6/12/2011 13:59,1.25,14704.0,United Kingdom
536522,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1,12/1/2010 12:49,3.75,15012.0,United Kingdom
556809,84997D,CHILDRENS CUTLERY POLKADOT PINK,10,6/14/2011 16:48,4.15,17179.0,United Kingdom
545411,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,3/2/2011 12:21,1.65,16128.0,United Kingdom
580364,23569,TRADTIONAL ALPHABET STAMP SET,4,12/2/2011 16:34,4.95,13309.0,United Kingdom
572484,22900,SET 2 TEA TOWELS I LOVE LONDON ,3,10/24/2011 13:50,3.25,17220.0,United Kingdom
539436,84884A,ANT WHITE WIRE HEART SPIRAL,1,12/17/2010 14:49,8.47,,United Kingdom
556432,22178,VICTORIAN GLASS HANGING T-LIGHT,24,6/10/2011 13:59,1.25,16184.0,United Kingdom
558475,37340,MULTICOLOUR SPRING FLOWER MUG,48,6/29/2011 15:58,0.69,,United Kingdom
577774,22499,WOODEN UNION JACK BUNTING,3,11/21/2011 15:57,5.95,16712.0,United Kingdom
540352,21616,4 PEAR BOTANICAL DINNER CANDLES,1,1/6/2011 14:27,2.51,,United Kingdom
538094,17084N,FAIRY DREAMS INCENSE ,25,12/9/2010 14:50,0.21,13117.0,United Kingdom
556042,23133,LARGE IVORY HEART WALL ORGANISER,2,6/8/2011 12:44,8.25,14367.0,United Kingdom
563808,21156,RETROSPOT CHILDRENS APRON,8,8/19/2011 11:46,1.95,12626.0,Germany
568202,22748,POPPY'S PLAYHOUSE KITCHEN,6,9/25/2011 15:01,2.1,15366.0,United Kingdom
540977,85032A,ROMANTIC IMAGES GIFT WRAP SET,1,1/12/2011 15:01,4.21,,United Kingdom
566005,22412,METAL SIGN NEIGHBOURHOOD WITCH ,4,9/8/2011 11:56,2.1,16426.0,United Kingdom
566451,23215,JINGLE BELL HEART ANTIQUE SILVER,4,9/12/2011 16:14,2.08,18069.0,United Kingdom
572758,23439,HAND WARMER RED LOVE HEART,1,10/25/2011 18:39,4.13,,United Kingdom
581096,23203,JUMBO BAG VINTAGE DOILY ,10,12/7/2011 11:36,2.08,17412.0,United Kingdom
550137,21257,VICTORIAN SEWING BOX MEDIUM,2,4/14/2011 13:59,7.95,12477.0,Germany
577121,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,11/17/2011 18:29,2.55,12681.0,France
569220,23301,GARDENERS KNEELING PAD KEEP CALM ,3,10/2/2011 13:26,1.65,16007.0,United Kingdom
562014,21155,RED RETROSPOT PEG BAG,6,8/1/2011 14:05,2.55,14341.0,United Kingdom
555573,22469,HEART OF WICKER SMALL,3,6/5/2011 15:46,1.65,15349.0,United Kingdom
545503,20726,LUNCH BAG WOODLAND,2,3/3/2011 11:34,1.65,15719.0,United Kingdom
558066,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,6/24/2011 15:45,4.96,,United Kingdom
553042,22570,FELTCRAFT CUSHION RABBIT,8,5/13/2011 9:01,3.75,15845.0,United Kingdom
547485,21976,PACK OF 60 MUSHROOM CAKE CASES,3,3/23/2011 11:16,0.55,17019.0,United Kingdom
544206,22893,MINI CAKE STAND T-LIGHT HOLDER,5,2/17/2011 10:33,0.83,,United Kingdom
538154,21189,WHITE HONEYCOMB PAPER GARLAND ,3,12/9/2010 16:35,3.36,,United Kingdom
538995,82551,LAUNDRY 15C METAL SIGN,12,12/15/2010 12:05,1.45,13458.0,United Kingdom
580288,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,12/2/2011 13:29,5.95,17611.0,United Kingdom
554998,82482,WOODEN PICTURE FRAME WHITE FINISH,6,5/29/2011 15:35,2.55,15925.0,United Kingdom
555923,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,6/7/2011 17:09,5.79,,United Kingdom
C579934,21422,PORCELAIN ROSE SMALL,-2,12/1/2011 9:44,0.85,14860.0,United Kingdom
550542,22156,HEART DECORATION WITH PEARLS ,4,4/19/2011 11:37,1.63,,United Kingdom
565410,22835,HOT WATER BOTTLE I AM SO POORLY,4,9/4/2011 11:17,4.65,14691.0,United Kingdom
572244,22138,BAKING SET 9 PIECE RETROSPOT ,12,10/21/2011 15:54,4.95,14233.0,United Kingdom
538841,22197,SMALL POPCORN HOLDER,20,12/14/2010 13:11,0.85,16899.0,United Kingdom
577768,23314,VINTAGE CHRISTMAS TABLECLOTH,1,11/21/2011 15:18,24.96,,United Kingdom
553063,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,5/13/2011 11:38,1.45,13018.0,United Kingdom
571716,22946,WOODEN ADVENT CALENDAR CREAM,1,10/18/2011 17:05,16.63,,United Kingdom
575591,23396,LE JARDIN BOTANIQUE CUSHION COVER,1,11/10/2011 12:09,3.75,17791.0,United Kingdom
571265,22478,BIRDHOUSE GARDEN MARKER ,1,10/16/2011 11:31,1.25,16674.0,United Kingdom
564373,22627,MINT KITCHEN SCALES,6,8/25/2011 9:56,8.5,15290.0,United Kingdom
543544,22436,12 COLOURED PARTY BALLOONS,1,2/9/2011 15:39,0.65,,United Kingdom
543985,85049G,CHOCOLATE BOX RIBBONS ,1,2/15/2011 9:44,2.46,,United Kingdom
540418,82613D,METAL SIGN CUPCAKE SINGLE HOOK,7,1/7/2011 11:04,0.85,,United Kingdom
577773,23245,SET OF 3 REGENCY CAKE TINS,4,11/21/2011 15:57,4.95,16712.0,United Kingdom
556090,75049L,LARGE CIRCULAR MIRROR MOBILE,2,6/8/2011 15:25,2.46,,United Kingdom
568894,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,9/29/2011 13:04,4.95,17528.0,United Kingdom
572034,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,10/20/2011 12:00,3.75,14447.0,United Kingdom
537434,21595,Dad's Cab Electronic Meter,1,12/6/2010 16:57,8.47,,United Kingdom
547337,85025C,barcode problem,-230,3/22/2011 11:47,0.0,,United Kingdom
577078,23551,PACK OF 12 PAISLEY PARK TISSUES ,1,11/17/2011 15:17,0.83,,United Kingdom
570177,22082,RIBBON REEL STRIPES DESIGN ,10,10/7/2011 14:17,1.65,17509.0,United Kingdom
545021,85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,6,2/25/2011 14:11,2.1,17663.0,United Kingdom
579146,22111,SCOTTIE DOG HOT WATER BOTTLE,1,11/28/2011 13:14,4.95,16347.0,United Kingdom
556116,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,6,6/9/2011 9:44,2.95,15214.0,United Kingdom
537222,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,12/5/2010 16:00,4.25,14404.0,United Kingdom
578155,20726,LUNCH BAG WOODLAND,1,11/23/2011 11:32,1.65,12748.0,United Kingdom
553165,90035C,"PEARL & SHELL 42""NECKL. IVORY",2,5/13/2011 16:12,10.75,13623.0,United Kingdom
580691,90214C,"LETTER ""C"" BLING KEY RING",12,12/5/2011 15:48,0.29,13790.0,United Kingdom
578074,23263,SET OF 3 WOODEN HEART DECORATIONS,2,11/22/2011 16:06,1.25,17590.0,United Kingdom
562916,84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,2,8/10/2011 13:41,1.69,,United Kingdom
552724,22728,ALARM CLOCK BAKELIKE PINK,4,5/11/2011 10:29,3.75,13418.0,United Kingdom
581403,21930,JUMBO STORAGE BAG SKULLS,10,12/8/2011 13:46,2.08,13510.0,United Kingdom
575983,90094,NECKLACE+BRACELET SET FRUIT SALAD ,1,11/13/2011 13:45,2.55,13379.0,United Kingdom
581400,22844,VINTAGE CREAM DOG FOOD CONTAINER,3,12/8/2011 13:36,8.5,14056.0,United Kingdom
546554,35915B,BLUE KNITTED HEN ,6,3/15/2011 9:13,1.65,16037.0,United Kingdom
579430,23503,PLAYING CARDS KEEP CALM & CARRY ON,2,11/29/2011 13:06,1.25,12748.0,United Kingdom
541684,22151,PLACE SETTING WHITE HEART,25,1/20/2011 15:22,0.42,15498.0,United Kingdom
573149,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,2,10/27/2011 19:56,0.85,16438.0,United Kingdom
581217,21934,SKULL SHOULDER BAG,14,12/8/2011 9:20,1.63,,United Kingdom
563018,16169E,WRAP 50'S  CHRISTMAS,25,8/11/2011 12:53,0.42,13427.0,United Kingdom
574873,22111,SCOTTIE DOG HOT WATER BOTTLE,5,11/7/2011 13:01,4.95,16362.0,United Kingdom
538678,21928,JUMBO BAG SCANDINAVIAN PAISLEY,1,12/13/2010 16:46,1.95,,United Kingdom
C559347,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-12,7/7/2011 17:22,1.25,18072.0,United Kingdom
581237,23507,MINI PLAYING CARDS BUFFALO BILL ,1,12/8/2011 10:40,0.42,15443.0,United Kingdom
560080,82583,HOT BATHS METAL SIGN,96,7/14/2011 16:23,2.39,17450.0,United Kingdom
573362,22726,ALARM CLOCK BAKELIKE GREEN,4,10/30/2011 13:06,3.75,12597.0,Spain
571824,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,10/19/2011 11:49,1.95,12472.0,Germany
569488,23461,SWEETHEART BIRD HOUSE,3,10/4/2011 13:10,4.15,16440.0,United Kingdom
550835,22630,DOLLY GIRL LUNCH BOX,1,4/21/2011 10:52,1.95,15034.0,United Kingdom
538783,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,12,12/14/2010 11:38,0.85,14961.0,United Kingdom
550499,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,4/18/2011 15:16,5.79,,United Kingdom
561314,22291,HANGING CHICK CREAM DECORATION,12,7/26/2011 12:36,1.45,16266.0,United Kingdom
577228,21733,RED HANGING HEART T-LIGHT HOLDER,6,11/18/2011 12:07,2.95,12391.0,Cyprus
551603,82600,NO SINGING METAL SIGN,4,5/3/2011 11:34,2.1,16745.0,United Kingdom
568539,22934,BAKING MOULD EASTER EGG WHITE CHOC,6,9/27/2011 14:07,2.95,13016.0,United Kingdom
572758,23241,TREASURE TIN GYMKHANA DESIGN,1,10/25/2011 18:39,4.13,,United Kingdom
551953,22671,FRENCH LAUNDRY SIGN BLUE METAL,12,5/5/2011 11:53,1.65,13448.0,United Kingdom
542662,22960,JAM MAKING SET WITH JARS,6,1/31/2011 12:10,4.25,18145.0,United Kingdom
542401,21329,DINOSAURS  WRITING SET ,1,1/27/2011 15:51,1.65,14541.0,United Kingdom
562106,21786,POLKADOT RAIN HAT ,1,8/2/2011 15:19,0.42,14076.0,United Kingdom
544659,84819,DANISH ROSE ROUND SEWING BOX,1,2/22/2011 13:20,4.25,18114.0,United Kingdom
569898,85150,LADIES & GENTLEMEN METAL SIGN,1,10/6/2011 16:08,4.96,,United Kingdom
570652,22733,3D TRADITIONAL CHRISTMAS STICKERS,36,10/11/2011 13:45,1.25,17863.0,United Kingdom
581498,84375,SET OF 20 KIDS COOKIE CUTTERS,3,12/9/2011 10:26,4.13,,United Kingdom
559807,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,7/12/2011 14:48,0.29,17841.0,United Kingdom
543054,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2/3/2011 10:39,0.85,13394.0,United Kingdom
578344,84569D,PACK 6 HEART/ICE-CREAM PATCHES,2,11/24/2011 9:21,2.46,,United Kingdom
543251,22698,PINK REGENCY TEACUP AND SAUCER,6,2/4/2011 14:51,2.95,14194.0,United Kingdom
540396,15056N,EDWARDIAN PARASOL NATURAL,6,1/6/2011 18:33,5.95,14031.0,United Kingdom
576189,20981,12 PENCILS TALL TUBE WOODLAND,1,11/14/2011 11:33,0.85,14684.0,United Kingdom
579885,23093,SMALL PARISIENNE HEART PHOTO FRAME ,2,11/30/2011 17:37,2.49,15444.0,United Kingdom
581175,23172,REGENCY TEA PLATE PINK,48,12/7/2011 15:16,1.45,14646.0,Netherlands
581006,22112,CHOCOLATE HOT WATER BOTTLE,6,12/7/2011 8:45,4.95,14911.0,EIRE
543803,85017B,ENVELOPE 50 BLOSSOM IMAGES,2,2/13/2011 12:05,0.85,17126.0,United Kingdom
580367,23005,TRAVEL CARD WALLET I LOVE LONDON,5,12/2/2011 16:39,0.83,,United Kingdom
566345,22705,WRAP GREEN PEARS ,25,9/12/2011 12:27,0.42,17685.0,United Kingdom
548361,23126,FELTCRAFT GIRL AMELIE KIT,4,3/30/2011 15:38,4.95,16092.0,United Kingdom
537362,21830,ASSORTED CREEPY CRAWLIES,24,12/6/2010 12:34,0.42,17596.0,United Kingdom
564436,23004,TRAVEL CARD WALLET PANTRY,1,8/25/2011 12:06,0.42,17841.0,United Kingdom
563830,21391,FRENCH LAVENDER SCENT HEART,24,8/19/2011 12:20,0.75,16638.0,United Kingdom
555979,22383,LUNCH BAG SUKI DESIGN ,2,6/8/2011 11:18,1.65,15039.0,United Kingdom
578374,21937,found,50,11/24/2011 11:21,0.0,,United Kingdom
542409,22262,FELT EGG COSY CHICKEN,7,1/27/2011 16:30,0.85,15311.0,United Kingdom
568156,84341B,SMALL PINK MAGIC CHRISTMAS TREE,36,9/25/2011 12:16,0.38,14367.0,United Kingdom
556813,22120,WELCOME  WOODEN BLOCK LETTERS,1,6/14/2011 17:28,19.96,,United Kingdom
546891,21458,2 PICTURE BOOK EGGS EASTER BUNNY,1,3/17/2011 18:18,2.46,,United Kingdom
548011,22662,LUNCH BAG DOLLY GIRL DESIGN,200,3/29/2011 11:14,1.45,14646.0,Netherlands
552643,20886,BOX OF 9 PEBBLE CANDLES,3,5/10/2011 13:24,1.95,16791.0,United Kingdom
560723,22694,WICKER STAR ,2,7/20/2011 13:53,2.1,16464.0,United Kingdom
540550,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,1/10/2011 9:11,2.55,12539.0,Spain
577768,22961,JAM MAKING SET PRINTED,4,11/21/2011 15:18,3.29,,United Kingdom
538811,20723,STRAWBERRY CHARLOTTE BAG,10,12/14/2010 12:22,0.85,13178.0,United Kingdom
566019,47559B,TEA TIME OVEN GLOVE,4,9/8/2011 12:44,1.25,17243.0,United Kingdom
568955,21136,PAINTED METAL PEARS ASSORTED,8,9/29/2011 15:40,1.69,13759.0,United Kingdom
538177,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,12/10/2010 9:51,2.98,,United Kingdom
556792,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,6/14/2011 13:52,0.42,17043.0,United Kingdom
549251,84596L,BISCUITS SMALL BOWL LIGHT BLUE,2,4/7/2011 12:16,0.42,14449.0,United Kingdom
566602,21394,RED POLKADOT BEAKER ,6,9/13/2011 16:05,1.63,,United Kingdom
574950,22893,MINI CAKE STAND T-LIGHT HOLDER,8,11/8/2011 9:29,0.83,,United Kingdom
537312,21870,I CAN ONLY PLEASE ONE PERSON MUG,72,12/6/2010 11:42,1.06,14189.0,United Kingdom
554280,22380,TOY TIDY SPACEBOY  ,5,5/23/2011 13:35,2.1,14817.0,United Kingdom
577217,23485,BOTANICAL GARDENS WALL CLOCK ,1,11/18/2011 11:53,25.0,17324.0,United Kingdom
537775,22203,MILK PAN RED RETROSPOT,4,12/8/2010 12:41,3.75,17722.0,United Kingdom
545302,84800S,SMALL WHITE/PINK ROSE ART FLOWER,2,3/1/2011 12:46,1.25,14506.0,United Kingdom
553182,21169,YOU'RE CONFUSING ME METAL SIGN ,3,5/15/2011 12:21,1.69,17107.0,United Kingdom
578153,23320,GIANT 50'S CHRISTMAS CRACKER,3,11/23/2011 11:22,2.89,12748.0,United Kingdom
564093,23270,SET OF 2 CERAMIC PAINTED HEARTS ,12,8/23/2011 10:29,1.45,14930.0,Channel Islands
541827,22798,ANTIQUE GLASS DRESSING TABLE POT,1,1/21/2011 17:05,5.79,,United Kingdom
576787,23581,JUMBO BAG PAISLEY PARK,10,11/16/2011 13:54,2.08,13815.0,Germany
578518,22312,OFFICE MUG WARMER POLKADOT,1,11/24/2011 13:54,2.95,14606.0,United Kingdom
548894,22378,WALL TIDY RETROSPOT ,2,4/4/2011 16:01,4.13,,United Kingdom
544467,22464,HANGING METAL HEART LANTERN,1,2/20/2011 15:51,1.65,14502.0,United Kingdom
549989,84988,SET OF 72 PINK HEART PAPER DOILIES,1,4/13/2011 16:58,1.45,13221.0,United Kingdom
541219,22471,TV DINNER TRAY AIR HOSTESS ,3,1/14/2011 14:06,4.13,,United Kingdom
574076,22161,HEART DECORATION RUSTIC HANGING ,4,11/2/2011 15:38,0.79,,United Kingdom
556115,21531,RED RETROSPOT SUGAR JAM BOWL,6,6/9/2011 9:39,2.55,15241.0,United Kingdom
